"도로형태별","시간대별","월별","항목","단위","2017 년","2018 년","2019 년","2020 년","2021 년",
"기타/불명","06시-08시","12월","사망자수[명]","명","1","1","2","1","4",
"기타/불명","06시-08시","12월","부상자수[명]","명","38","47","63","63","80",
"기타/불명","08시-10시","전체","사고건수[건]","건","816","925","1046","1032","1228",
"기타/불명","08시-10시","전체","사망자수[명]","명","14","7","12","6","15",
"기타/불명","08시-10시","전체","부상자수[명]","명","1038","1242","1382","1298","1568",
"기타/불명","08시-10시","1월","사고건수[건]","건","41","61","76","68","65",
"기타/불명","08시-10시","1월","사망자수[명]","명","0","0","3","0","2",
"기타/불명","08시-10시","1월","부상자수[명]","명","55","87","94","79","81",
"기타/불명","08시-10시","2월","사고건수[건]","건","40","59","51","65","67",
"기타/불명","08시-10시","2월","사망자수[명]","명","0","1","0","1","1",
"기타/불명","08시-10시","2월","부상자수[명]","명","57","74","74","84","93",
"기타/불명","08시-10시","3월","사고건수[건]","건","58","57","79","71","107",
"기타/불명","08시-10시","3월","사망자수[명]","명","0","0","1","0","1",
"기타/불명","08시-10시","3월","부상자수[명]","명","79","76","95","84","131",
"기타/불명","08시-10시","4월","사고건수[건]","건","69","82","87","65","121",
"기타/불명","08시-10시","4월","사망자수[명]","명","2","0","1","0","1",
"기타/불명","08시-10시","4월","부상자수[명]","명","100","105","118","76","146",
"기타/불명","08시-10시","5월","사고건수[건]","건","86","85","96","80","116",
"기타/불명","08시-10시","5월","사망자수[명]","명","1","0","2","0","1",
"기타/불명","08시-10시","5월","부상자수[명]","명","106","123","128","108","153",
"기타/불명","08시-10시","6월","사고건수[건]","건","84","102","95","109","116",
"기타/불명","08시-10시","6월","사망자수[명]","명","1","0","0","1","1",
"기타/불명","08시-10시","6월","부상자수[명]","명","96","142","118","130","135",
"기타/불명","08시-10시","7월","사고건수[건]","건","75","93","83","78","98",
"기타/불명","08시-10시","7월","사망자수[명]","명","2","3","0","1","4",
"기타/불명","08시-10시","7월","부상자수[명]","명","96","122","110","108","128",
"기타/불명","08시-10시","8월","사고건수[건]","건","72","61","102","93","104",
"기타/불명","08시-10시","8월","사망자수[명]","명","2","1","1","0","2",
"기타/불명","08시-10시","8월","부상자수[명]","명","81","82","141","112","132",
"기타/불명","08시-10시","9월","사고건수[건]","건","95","79","98","107","110",
"기타/불명","08시-10시","9월","사망자수[명]","명","2","2","0","0","1",
"기타/불명","08시-10시","9월","부상자수[명]","명","122","116","135","132","136",
"기타/불명","08시-10시","10월","사고건수[건]","건","62","83","103","118","114",
"기타/불명","08시-10시","10월","사망자수[명]","명","1","0","1","0","0",
"기타/불명","08시-10시","10월","부상자수[명]","명","69","112","140","149","150",
"기타/불명","08시-10시","11월","사고건수[건]","건","63","88","100","106","110",
"기타/불명","08시-10시","11월","사망자수[명]","명","2","0","2","2","0",
"기타/불명","08시-10시","11월","부상자수[명]","명","84","108","128","143","147",
"기타/불명","08시-10시","12월","사고건수[건]","건","71","75","76","72","100",
"기타/불명","08시-10시","12월","사망자수[명]","명","1","0","1","1","1",
"기타/불명","08시-10시","12월","부상자수[명]","명","93","95","101","93","136",
"기타/불명","10시-12시","전체","사고건수[건]","건","853","1018","1067","1250","1462",
"기타/불명","10시-12시","전체","사망자수[명]","명","14","11","13","13","25",
"기타/불명","10시-12시","전체","부상자수[명]","명","1109","1392","1359","1621","1981",
"기타/불명","10시-12시","1월","사고건수[건]","건","54","69","77","67","80",
"기타/불명","10시-12시","1월","사망자수[명]","명","2","1","0","0","1",
"기타/불명","10시-12시","1월","부상자수[명]","명","71","92","107","99","104",
"기타/불명","10시-12시","2월","사고건수[건]","건","64","73","61","77","94",
"기타/불명","10시-12시","2월","사망자수[명]","명","0","1","1","1","0",
"기타/불명","10시-12시","2월","부상자수[명]","명","75","111","75","96","124",
"기타/불명","10시-12시","3월","사고건수[건]","건","59","72","79","94","131",
"기타/불명","10시-12시","3월","사망자수[명]","명","0","1","0","1","3",
"기타/불명","10시-12시","3월","부상자수[명]","명","79","98","94","131","171",
"기타/불명","10시-12시","4월","사고건수[건]","건","77","96","84","101","113",
"기타/불명","10시-12시","4월","사망자수[명]","명","0","1","0","1","3",
"기타/불명","10시-12시","4월","부상자수[명]","명","117","122","116","131","159",
"기타/불명","10시-12시","5월","사고건수[건]","건","73","107","96","128","140",
"기타/불명","10시-12시","5월","사망자수[명]","명","1","0","0","4","1",
"기타/불명","10시-12시","5월","부상자수[명]","명","82","137","115","146","184",
"기타/불명","10시-12시","6월","사고건수[건]","건","74","80","105","117","141",
"기타/불명","10시-12시","6월","사망자수[명]","명","0","2","1","0","3",
"기타/불명","10시-12시","6월","부상자수[명]","명","97","113","127","150","188",
"기타/불명","10시-12시","7월","사고건수[건]","건","67","86","89","103","134",
"기타/불명","10시-12시","7월","사망자수[명]","명","1","1","1","0","2",
"기타/불명","10시-12시","7월","부상자수[명]","명","99","113","101","121","182",
"기타/불명","10시-12시","8월","사고건수[건]","건","82","72","108","89","127",
"기타/불명","10시-12시","8월","사망자수[명]","명","3","0","1","1","3",
"기타/불명","10시-12시","8월","부상자수[명]","명","103","86","167","120","181",
"기타/불명","10시-12시","9월","사고건수[건]","건","82","91","91","137","130",
"기타/불명","10시-12시","9월","사망자수[명]","명","1","0","0","2","3",
"기타/불명","10시-12시","9월","부상자수[명]","명","104","142","117","171","203",
"기타/불명","10시-12시","10월","사고건수[건]","건","78","91","99","138","126",
"기타/불명","10시-12시","10월","사망자수[명]","명","3","0","3","3","3",
"기타/불명","10시-12시","10월","부상자수[명]","명","98","135","127","195","163",
"기타/불명","10시-12시","11월","사고건수[건]","건","88","92","105","124","131",
"기타/불명","10시-12시","11월","사망자수[명]","명","1","3","4","0","2",
"기타/불명","10시-12시","11월","부상자수[명]","명","113","122","128","161","179",
"기타/불명","10시-12시","12월","사고건수[건]","건","55","89","73","75","115",
"기타/불명","10시-12시","12월","사망자수[명]","명","2","1","2","0","1",
"기타/불명","10시-12시","12월","부상자수[명]","명","71","121","85","100","143",
"기타/불명","12시-14시","전체","사고건수[건]","건","858","1100","1238","1300","1654",
"기타/불명","12시-14시","전체","사망자수[명]","명","13","7","14","5","18",
"기타/불명","12시-14시","전체","부상자수[명]","명","1141","1506","1675","1838","2273",
"기타/불명","12시-14시","1월","사고건수[건]","건","54","91","79","105","104",
"기타/불명","12시-14시","1월","사망자수[명]","명","2","1","1","0","0",
"기타/불명","12시-14시","1월","부상자수[명]","명","68","120","95","155","152",
"기타/불명","12시-14시","2월","사고건수[건]","건","37","75","78","88","124",
"기타/불명","12시-14시","2월","사망자수[명]","명","0","0","1","0","2",
"기타/불명","12시-14시","2월","부상자수[명]","명","57","107","99","132","173",
"기타/불명","12시-14시","3월","사고건수[건]","건","72","71","89","82","125",
"기타/불명","12시-14시","3월","사망자수[명]","명","1","1","2","0","3",
"기타/불명","12시-14시","3월","부상자수[명]","명","89","91","125","130","155",
"기타/불명","12시-14시","4월","사고건수[건]","건","88","78","104","92","149",
"기타/불명","12시-14시","4월","사망자수[명]","명","1","0","0","1","0",
"기타/불명","12시-14시","4월","부상자수[명]","명","99","107","138","117","193",
"기타/불명","12시-14시","5월","사고건수[건]","건","77","104","115","108","152",
"기타/불명","12시-14시","5월","사망자수[명]","명","2","0","0","0","6",
"기타/불명","12시-14시","5월","부상자수[명]","명","94","168","145","149","205",
"기타/불명","12시-14시","6월","사고건수[건]","건","70","97","102","124","160",
"기타/불명","12시-14시","6월","사망자수[명]","명","2","1","1","0","0",
"기타/불명","12시-14시","6월","부상자수[명]","명","84","125","131","179","231",
"기타/불명","12시-14시","7월","사고건수[건]","건","86","109","105","98","143",
"기타/불명","12시-14시","7월","사망자수[명]","명","0","0","0","1","1",
"기타/불명","12시-14시","7월","부상자수[명]","명","108","166","151","128","220",
"기타/불명","12시-14시","8월","사고건수[건]","건","93","105","143","114","146",
"기타/불명","12시-14시","8월","사망자수[명]","명","0","0","3","1","1",
"기타/불명","12시-14시","8월","부상자수[명]","명","145","143","212","186","202",
"기타/불명","12시-14시","9월","사고건수[건]","건","84","99","93","138","147",
"기타/불명","12시-14시","9월","사망자수[명]","명","1","0","4","2","1",
"기타/불명","12시-14시","9월","부상자수[명]","명","116","144","114","185","185",
"기타/불명","12시-14시","10월","사고건수[건]","건","66","106","133","129","160",
"기타/불명","12시-14시","10월","사망자수[명]","명","2","4","1","0","0",
"기타/불명","12시-14시","10월","부상자수[명]","명","96","129","189","176","224",
"기타/불명","12시-14시","11월","사고건수[건]","건","81","84","108","118","136",
"기타/불명","12시-14시","11월","사망자수[명]","명","1","0","0","0","3",
"기타/불명","12시-14시","11월","부상자수[명]","명","111","102","145","164","179",
"기타/불명","12시-14시","12월","사고건수[건]","건","50","81","89","104","108",
"기타/불명","12시-14시","12월","사망자수[명]","명","1","0","1","0","1",
"기타/불명","12시-14시","12월","부상자수[명]","명","74","104","131","137","154",
"기타/불명","14시-16시","전체","사고건수[건]","건","1089","1172","1232","1423","1867",
"기타/불명","14시-16시","전체","사망자수[명]","명","8","13","12","14","22",
"기타/불명","14시-16시","전체","부상자수[명]","명","1472","1583","1616","1931","2598",
"기타/불명","14시-16시","1월","사고건수[건]","건","77","76","58","84","112",
